название;тип_лофт;телефон;сайт;ссылка
МиниПати. Уютный лофт для небольшой компании, с караоке, большим экраном, диско-шаром, фотозоной с неоном и мощным звуком;Лофт, вечеринка, 20 м², 12 человек;+79346691548;N/A;https://www.reveltime.ru/venue/6829674?eventtype=vecherinka
Момент. Просторный светлый зал со сценой, светомузыкой и караоке;Лофт, вечеринка, 135 м², 150 человек;+79584974215;N/A;https://www.reveltime.ru/venue/8465977?eventtype=vecherinka
Москва Черный арт-лофт со сценой;Лофт, вечеринка, 120 м², 100 человек;;N/A;https://www.reveltime.ru/venue/3143319?eventtype=vecherinka
Моя Студия. Для вечеринок и встреч друзей;Лофт, вечеринка, 65 м², 50 человек;;N/A;https://www.reveltime.ru/venue/202558?eventtype=vecherinka
Моя Студия. Лофт в восточном стиле с кальянами;Лофт, вечеринка, 70 м², 70 человек;;N/A;https://www.reveltime.ru/venue/202537?eventtype=vecherinka
Моя Студия. Лофт для праздников и вечеринок;Лофт, вечеринка, 330 м², 199 человек;;N/A;https://www.reveltime.ru/venue/205050?eventtype=vecherinka
МСК зал тестовый;Лофт, вечеринка, 200 м², 100 человек;;N/A;https://www.reveltime.ru/venue/6518009?eventtype=vecherinka
МСК Плейс. Лофт RADIOLA (Радиола);Лофт, вечеринка, 42 м², 20 человек;;N/A;https://www.reveltime.ru/venue/3784444?eventtype=vecherinka
МСК Плейс. Лофт Sava (Сава);Лофт, вечеринка, 30 м², 15 человек;+79346699837;N/A;https://www.reveltime.ru/venue/3892535?eventtype=vecherinka
МСК Плейс. Лофт Simple (Симпл);Лофт, вечеринка, 130 м², 50 человек;;N/A;https://www.reveltime.ru/venue/3584165?eventtype=vecherinka
МСК Плейс. Лофт Wine (Вайн);Лофт, вечеринка, 22 м², 12 человек;+79346699837;N/A;https://www.reveltime.ru/venue/3892587?eventtype=vecherinka
МСК Плейс. Лофт Бохо;Лофт, вечеринка, 36 м², 20 человек;;N/A;https://www.reveltime.ru/venue/3584196?eventtype=vecherinka
МСК Плейс. Лофт Будда;Лофт, вечеринка, 35 м², 20 человек;+79346695974;N/A;https://www.reveltime.ru/venue/3892486?eventtype=vecherinka
МСК Плейс. Лофт Вега;Лофт, вечеринка, 70 м², 30 человек;+79019317685;N/A;https://www.reveltime.ru/venue/4715576?eventtype=vecherinka
МСК Плейс. Лофт Кактус;Лофт, вечеринка, 140 м², 80 человек;+79813347290;N/A;https://www.reveltime.ru/venue/3047800?eventtype=vecherinka
МСК Плейс. Лофт Стекло;Лофт, вечеринка, 110 м², 40 человек;+79019317685;N/A;https://www.reveltime.ru/venue/4715548?eventtype=vecherinka
МСК Плэйс. Лофт Candy (Конфета);Лофт, вечеринка, 120 м², 60 человек;+79346699837;N/A;https://www.reveltime.ru/venue/5951389?eventtype=vecherinka
МСК Плэйс. Лофт Deep (Дип);Лофт, вечеринка, 80 м², 40 человек;+79386982643;N/A;https://www.reveltime.ru/venue/5952307?eventtype=vecherinka
МСК Плэйс. Лофт Diamond (Бриллиант);Лофт, вечеринка, 120 м², 60 человек;+79386982643;N/A;https://www.reveltime.ru/venue/5951795?eventtype=vecherinka
МСК Плэйс. Лофт Karma (Карма);Лофт, вечеринка, 75 м², 40 человек;+79386989873;N/A;https://www.reveltime.ru/venue/5952845?eventtype=vecherinka
МСК Плэйс. Лофт Kristal (Кристалл );Лофт, вечеринка, 60 м², 30 человек;+79386982643;N/A;https://www.reveltime.ru/venue/5952189?eventtype=vecherinka
МСК Плэйс. Лофт Luna (Луна);Лофт, вечеринка, 61 м², 30 человек;+79019317685;N/A;https://www.reveltime.ru/venue/4715559?eventtype=vecherinka
МСК Плэйс. Лофт Queen Loft (Королева Лофт);Лофт, вечеринка, 42 м², 20 человек;+79584611054;N/A;https://www.reveltime.ru/venue/5080205?eventtype=vecherinka
МСК Плэйс. Лофт Rich (Рич);Лофт, вечеринка, 85 м², 40 человек;+79346699837;N/A;https://www.reveltime.ru/venue/5951144?eventtype=vecherinka
МСК Плэйс. Лофт Solo (Соло);Лофт, вечеринка, 44 м², 20 человек;+79386982643;N/A;https://www.reveltime.ru/venue/5952327?eventtype=vecherinka
МСК Плэйс. Лофт White Swan (Белый Лебедь);Лофт, вечеринка, 75 м², 40 человек;+79386989873;N/A;https://www.reveltime.ru/venue/5952371?eventtype=vecherinka
МСК Плэйс. Лофт Алоха;Лофт, вечеринка, 60 м², 30 человек;+79019397046;N/A;https://www.reveltime.ru/venue/4715593?eventtype=vecherinka
МСК Плэйс. Лофт со светомузыкой;Лофт, вечеринка, 60 м², 25 человек;+79584611054;N/A;https://www.reveltime.ru/venue/5000508?eventtype=vecherinka
Музыкальный лофт на Тульской;Лофт, вечеринка, 80 м², 42 человек;+79218577544;N/A;https://www.reveltime.ru/venue/4122307?eventtype=vecherinka
Мультиформатный лофт-зал;Лофт, вечеринка, 105 м², 60 человек;+79584974084;N/A;https://www.reveltime.ru/venue/6748625?eventtype=vecherinka
Над Москвой Светлый лофт с высокими потолками;Лофт, вечеринка, 100 м², 60 человек;;N/A;https://www.reveltime.ru/venue/2801863?eventtype=vecherinka
Назаров Студио. Лофт с музыкальным оборудованием;Лофт, вечеринка, 90 м², 50 человек;+79346692796;N/A;https://www.reveltime.ru/venue/4199777?eventtype=vecherinka
Небольшой атмосферный зал;Лофт, вечеринка, 20 м², 10 человек;;N/A;https://www.reveltime.ru/venue/5779767?eventtype=vecherinka
Неоновый лофт в центре Москвы;Лофт, вечеринка, 50 м², 30 человек;;N/A;https://www.reveltime.ru/venue/3961644?eventtype=vecherinka
Неоновый лофт Гламур;Лофт, вечеринка, 40 м², 20 человек;+79893636021;N/A;https://www.reveltime.ru/venue/5653088?eventtype=vecherinka
Никаких проблем Стильный лофт с панорамными окнами;Лофт, вечеринка, 340 м², 200 человек;;N/A;https://www.reveltime.ru/venue/3506885?eventtype=vecherinka
Нордический лофт;Лофт, вечеринка, 85 м², 30 человек;;N/A;https://www.reveltime.ru/venue/4166442?eventtype=vecherinka
Оборудованный лофт со сценой;Лофт, вечеринка, 600 м², 500 человек;;N/A;https://www.reveltime.ru/venue/2652890?eventtype=vecherinka
Объект47. Двухэтажный лофт;Лофт, вечеринка, 50 м², 20 человек;+79959017418;https://vk.ru/object47;https://www.reveltime.ru/venue/8972458?eventtype=vecherinka
Огромное пространство для событий;Лофт, вечеринка, 1000 м², 500 человек;+79019317588;N/A;https://www.reveltime.ru/venue/631962?eventtype=vecherinka
Оливка. Пространство с большими окнами;Лофт, вечеринка, 274 м², 120 человек;+79584974160;N/A;https://www.reveltime.ru/venue/6253266?eventtype=vecherinka
Оливка. Современный дизайнерский лофт с барной стойкой, караоке, светомузыкой и удобным зонированием;Лофт, вечеринка, 50 м², 25 человек;+79584974226;N/A;https://www.reveltime.ru/venue/8460866?eventtype=vecherinka
Олимпик Уютный лофт для праздников;Лофт, вечеринка, 45 м², 24 человек;;N/A;https://www.reveltime.ru/venue/1715199?eventtype=vecherinka
Оружейный лофт КАРБОН;Лофт, вечеринка, 35 м², 18 человек;+79584973975;N/A;https://www.reveltime.ru/venue/8500393?eventtype=vecherinka
Панорамная видовая крыша на башне;Лофт, вечеринка, 50 м², 40 человек;;N/A;https://www.reveltime.ru/venue/3320714?eventtype=vecherinka
Парадная. Пространство на мансардном этаже;Лофт, вечеринка, 210 м², 60 человек;+79346692796;N/A;https://www.reveltime.ru/venue/8259964?eventtype=vecherinka
Площадка в строгих тонах для праздничных мероприятий;Лофт, вечеринка, 70 м², 25 человек;;N/A;https://www.reveltime.ru/venue/3703081?eventtype=vecherinka
Плэйс Лофт. Prisma Loft (Призма Лофт);Лофт, вечеринка, 60 м², 30 человек;+79386982643;N/A;https://www.reveltime.ru/venue/5952237?eventtype=vecherinka
Просторный двухуровневый зал для мероприятий;Лофт, вечеринка, 190 м², 80 человек;+79346644195;N/A;https://www.reveltime.ru/venue/9030250?eventtype=vecherinka
Просторный лофт для детских праздников;Лофт, вечеринка, 65 м², 35 человек;;N/A;https://www.reveltime.ru/venue/4318681?eventtype=vecherinka
Просторный лофт из красного кирпича;Лофт, вечеринка, 65 м², 35 человек;;N/A;https://www.reveltime.ru/venue/4162358?eventtype=vecherinka
Просторный лофт на Курской;Лофт, вечеринка, 200 м², 150 человек;;N/A;https://www.reveltime.ru/venue/806079?eventtype=vecherinka
Просторный лофт с верандой;Лофт, вечеринка, 275 м², 100 человек;+79346692796;N/A;https://www.reveltime.ru/venue/5463072?eventtype=vecherinka
Просторный лофт с панорамными окнами и циклорамой;Лофт, вечеринка, 110 м², 80 человек;+79584630738;N/A;https://www.reveltime.ru/venue/5138448?eventtype=vecherinka
Пространство MIXSTUDIO (МиксСтудия);Лофт, вечеринка, 100 м², 40 человек;+79019317643;N/A;https://www.reveltime.ru/venue/268738?eventtype=vecherinka
Пространство в индустриальном стиле;Лофт, вечеринка, 750 м², 500 человек;+79818745551;N/A;https://www.reveltime.ru/venue/3541472?eventtype=vecherinka
Пространство Дар для творческих встреч;Лофт, вечеринка, 70 м², 20 человек;;N/A;https://www.reveltime.ru/venue/2492254?eventtype=vecherinka
Пространство для конференций и корпоративных мероприятий;Лофт, вечеринка, 400 м², 300 человек;;N/A;https://www.reveltime.ru/venue/2772759?eventtype=vecherinka
Пространство с детской зоной;Лофт, вечеринка, 60 м², 25 человек;;N/A;https://www.reveltime.ru/venue/404506?eventtype=vecherinka
Рент-Лофт. TangoMio (ТангоМио);Лофт, вечеринка, 175 м², 100 человек;+79019397046;N/A;https://www.reveltime.ru/venue/1465312?eventtype=vecherinka
Ресторан Арена Олимп Арт-пространство с высокими потолками;Лофт, вечеринка, 600 м², 700 человек;;N/A;https://www.reveltime.ru/venue/315561?eventtype=vecherinka
Светлая площадка с панорамными окнами;Лофт, вечеринка, 165 м², 80 человек;;N/A;https://www.reveltime.ru/venue/3916564?eventtype=vecherinka
Светлая фотостудия для ваших мероприятий;Лофт, вечеринка, 105 м², 70 человек;+79910172113;N/A;https://www.reveltime.ru/venue/5684782?eventtype=vecherinka
Светлое и уютное пространство для праздников;Лофт, вечеринка, 53 м², 20 человек;;N/A;https://www.reveltime.ru/venue/4501971?eventtype=vecherinka
Светлое пространство с колонной и дизайнерским потолком;Лофт, вечеринка, 70 м², 50 человек;;N/A;https://www.reveltime.ru/venue/3876469?eventtype=vecherinka
Светлый лофт;Лофт, вечеринка, 150 м², 30 человек;;N/A;https://www.reveltime.ru/venue/203122?eventtype=vecherinka
Светлый лофт в кантри стиле;Лофт, вечеринка, 50 м², 35 человек;;N/A;https://www.reveltime.ru/venue/3295985?eventtype=vecherinka
Семеновский лофт рядом с метро;Лофт, вечеринка, 70 м², 25 человек;;N/A;https://www.reveltime.ru/venue/3083615?eventtype=vecherinka
Синий лофт;Лофт, вечеринка, 40 м², 12 человек;;N/A;https://www.reveltime.ru/venue/3187674?eventtype=vecherinka
Скай Фолл. Светлый лофт с проектором;Лофт, вечеринка, 35 м², 23 человек;;N/A;https://www.reveltime.ru/venue/9217542?eventtype=vecherinka
Скарфейс. Светлый лофт;Лофт, вечеринка, 150 м², 80 человек;+79911714217;N/A;https://www.reveltime.ru/venue/9034989?eventtype=vecherinka
Современное дизайнерское пространство;Лофт, вечеринка, 120 м², 70 человек;+79952220259;N/A;https://www.reveltime.ru/venue/5178304?eventtype=vecherinka
Соколиная Нора. Антикафе;Лофт, вечеринка, 60 м², 30 человек;+79386989873;N/A;https://www.reveltime.ru/venue/5997203?eventtype=vecherinka
Соколиная Нора. Большая комната;Лофт, вечеринка, 18 м², 12 человек;+79386989873;N/A;https://www.reveltime.ru/venue/5998037?eventtype=vecherinka
Соколиная Нора. Мягкая комната;Лофт, вечеринка, 10 м², 6 человек;+79386989873;N/A;https://www.reveltime.ru/venue/5997624?eventtype=vecherinka
Солнечный белый лофт;Лофт, вечеринка, 120 м², 50 человек;;N/A;https://www.reveltime.ru/venue/5782007?eventtype=vecherinka
Сонора Белый зал с лестницей и панорамным окном;Лофт, вечеринка, 45 м², 15 человек;;N/A;https://www.reveltime.ru/venue/3553969?eventtype=vecherinka
СРЕDА (Среда). White Loft (Белый лофт) для публичных событий;Лофт, вечеринка, 300 м², 150 человек;;N/A;https://www.reveltime.ru/venue/202013?eventtype=vecherinka
СредаЛофт. Двухуровневое лаунж-пространство;Лофт, вечеринка, 200 м², 100 человек;;N/A;https://www.reveltime.ru/venue/202551?eventtype=vecherinka
Стилизованный двухуровневый лофт с большими окнами;Лофт, вечеринка, 120 м², 70 человек;;N/A;https://www.reveltime.ru/venue/3426552?eventtype=vecherinka
Стилизованный лофт с отдельным входом;Лофт, вечеринка, 110 м², 65 человек;+79259575977;N/A;https://www.reveltime.ru/venue/3021620?eventtype=vecherinka
Стильное и уютное пространство для мероприятий;Лофт, вечеринка, 30 м², 15 человек;;N/A;https://www.reveltime.ru/venue/3832142?eventtype=vecherinka
Стильное лофт-пространство;Лофт, вечеринка, 108 м², 70 человек;;N/A;https://www.reveltime.ru/venue/3154623?eventtype=vecherinka
Стильное лофт-пространство с бесплатной парковкой;Лофт, вечеринка, 65 м², 30 человек;;N/A;https://www.reveltime.ru/venue/2439590?eventtype=vecherinka
Стильный зал в бежевых тонах;Лофт, вечеринка, 60 м², 32 человек;;N/A;https://www.reveltime.ru/venue/3555922?eventtype=vecherinka
Стильный лофт BRONZA с отдельным входом;Лофт, вечеринка, 190 м², 160 человек;;N/A;https://www.reveltime.ru/venue/3749063?eventtype=vecherinka
Стильный лофт Джаванди;Лофт, вечеринка, 80 м², 30 человек;+79813347290;N/A;https://www.reveltime.ru/venue/5444819?eventtype=vecherinka
Стильный лофт для банкетов и вечеринок;Лофт, вечеринка, 140 м², 60 человек;;N/A;https://www.reveltime.ru/venue/4056182?eventtype=vecherinka
Стильный лофт для уютных вечеринок;Лофт, вечеринка, 55 м², 15 человек;+79584974139;N/A;https://www.reveltime.ru/venue/6427968?eventtype=vecherinka
Стильный лофт с верандой;Лофт, вечеринка, 150 м², 90 человек;+79259575977;N/A;https://www.reveltime.ru/venue/398987?eventtype=vecherinka
Стильный лофт с отдельным входом;Лофт, вечеринка, 80 м², 35 человек;;N/A;https://www.reveltime.ru/venue/3108319?eventtype=vecherinka
Стильный лофт-зал на Бауманской;Лофт, вечеринка, 70 м², 30 человек;+79019317663;N/A;https://www.reveltime.ru/venue/6778427?eventtype=vecherinka
Стильный многофункциональный лофт;Лофт, вечеринка, 100 м², 80 человек;+79584973975;N/A;https://www.reveltime.ru/venue/7558312?eventtype=vecherinka
Студия Парус. Музыкальный лаунж лофт;Лофт, вечеринка, 70 м², 30 человек;+79346657019;N/A;https://www.reveltime.ru/venue/3017747?eventtype=vecherinka
Тайная. Мастерская современного художника Натальи Поповой. Творческое арт-пространство;Лофт, вечеринка, 60 м², 50 человек;;N/A;https://www.reveltime.ru/venue/5977713?eventtype=vecherinka
Творческая мастерская для мероприятий;Лофт, вечеринка, 80 м², 25 человек;;N/A;https://www.reveltime.ru/venue/291903?eventtype=vecherinka
Текстура  Лофт из белого кирпича с панорамным окном;Лофт, вечеринка, 82 м², 40 человек;;N/A;https://www.reveltime.ru/venue/3563730?eventtype=vecherinka
Темный лофт;Лофт, вечеринка, 90 м², 60 человек;;N/A;https://www.reveltime.ru/venue/216426?eventtype=vecherinka
Темный лофт с розовыми акцентами;Лофт, вечеринка, 45 м², 23 человек;;N/A;https://www.reveltime.ru/venue/3799982?eventtype=vecherinka
Терра. Стилизованный двухэтажный лофт;Лофт, вечеринка, 200 м², 150 человек;+79346691548;N/A;https://www.reveltime.ru/venue/4189506?eventtype=vecherinka
Тиффани. Лофт с авторской мебелью;Лофт, вечеринка, 35 м², 50 человек;+79584973975;N/A;https://www.reveltime.ru/venue/3316656?eventtype=vecherinka
Третье место;Лофт, вечеринка, 125 м², 30 человек;+79346657019;N/A;https://www.reveltime.ru/venue/4437874?eventtype=vecherinka
Уютное арт-пространство в центре Москвы;Лофт, вечеринка, 55 м², 20 человек;;N/A;https://www.reveltime.ru/venue/1182286?eventtype=vecherinka
Уютное и камерное пространство для мероприятий;Лофт, вечеринка, 30 м², 15 человек;+79584974208;N/A;https://www.reveltime.ru/venue/3829933?eventtype=vecherinka
Уютное пространство рядом с метро;Лофт, вечеринка, 45 м², 25 человек;;N/A;https://www.reveltime.ru/venue/2538161?eventtype=vecherinka
Уютный лофт в центре города;Лофт, вечеринка, 40 м², 25 человек;+74957489338;N/A;https://www.reveltime.ru/venue/2363053?eventtype=vecherinka
Уютный лофт для детских событий;Лофт, вечеринка, 95 м², 28 человек;+79645120698;N/A;https://www.reveltime.ru/venue/5383466?eventtype=vecherinka
Уютный лофт с модульной мебелью;Лофт, вечеринка, 48 м², 40 человек;;N/A;https://www.reveltime.ru/venue/3317219?eventtype=vecherinka
Уютный лофт с отдельным входом и внутренним двором;Лофт, вечеринка, 135 м², 50 человек;+79584974039;N/A;https://www.reveltime.ru/venue/4556601?eventtype=vecherinka
Уютный лофт с яркими акцентами с летней верандой;Лофт, вечеринка, 70 м², 31 человек;+79584974331;N/A;https://www.reveltime.ru/venue/3539723?eventtype=vecherinka
Уютный песочный лофт Персид;Лофт, вечеринка, 35 м², 20 человек;+79584974089;N/A;https://www.reveltime.ru/venue/8410119?eventtype=vecherinka
Уютный тропический лофт;Лофт, вечеринка, 50 м², 18 человек;+79584974160;N/A;https://www.reveltime.ru/venue/4145213?eventtype=vecherinka
Фактура Просторный разнофактурный зал;Лофт, вечеринка, 60 м², 20 человек;;N/A;https://www.reveltime.ru/venue/3253547?eventtype=vecherinka
Флакон Двухъярусный лофт с кухней;Лофт, вечеринка, 100 м², 40 человек;;N/A;https://www.reveltime.ru/venue/538571?eventtype=vecherinka
Фото карета. Зал Зефирка;Лофт, вечеринка, 85 м², 40 человек;+79019317685;N/A;https://www.reveltime.ru/venue/6992918?eventtype=vecherinka
Фото карета. Зал Лаборатория;Лофт, вечеринка, 120 м², 50 человек;+79019317685;N/A;https://www.reveltime.ru/venue/7018070?eventtype=vecherinka
Фото карета. Лофт Лось;Лофт, вечеринка, 65 м², 24 человек;+79019317685;N/A;https://www.reveltime.ru/venue/7012563?eventtype=vecherinka
Фото карета. Неоновый зал Юность;Лофт, вечеринка, 120 м², 40 человек;+79019397046;N/A;https://www.reveltime.ru/venue/2416835?eventtype=vecherinka
Фото карета. Сказка. Двухуровневый лофт;Лофт, вечеринка, 140 м², 50 человек;+79019397046;N/A;https://www.reveltime.ru/venue/6982364?eventtype=vecherinka
Фотостудия Freshlook Лофт-студия состоящая из двух залов;Лофт, вечеринка, 80 м², 40 человек;;N/A;https://www.reveltime.ru/venue/333901?eventtype=vecherinka
Фотостудия Freshlook Стильное пространство для мероприятий;Лофт, вечеринка, 78 м², 40 человек;;N/A;https://www.reveltime.ru/venue/2032738?eventtype=vecherinka
Фотостудия Lounge (Лаунж);Лофт, вечеринка, 277 м², 400 человек;+79019397046;N/A;https://www.reveltime.ru/venue/1332218?eventtype=vecherinka
Фотостудия Lounge. LovelyLOFT (Лаунж. ЛовлиЛОФТ). Лофт из трех изолированных помещений;Лофт, вечеринка, 800 м², 800 человек;+79019397046;N/A;https://www.reveltime.ru/venue/1332224?eventtype=vecherinka
Фотостудия Panda Зал в классическом стиле;Лофт, вечеринка, 54 м², 30 человек;;N/A;https://www.reveltime.ru/venue/2838638?eventtype=vecherinka
Фотостудия Panda Зал с различными локациями;Лофт, вечеринка, 69 м², 40 человек;+79259261415;N/A;https://www.reveltime.ru/venue/2838375?eventtype=vecherinka
Фотостудия WhitePlace. Лофт-кальянная;Лофт, вечеринка, 159 м², 100 человек;+74952222360;N/A;https://www.reveltime.ru/venue/489473?eventtype=vecherinka
Хорошая студия. Творческий лофт;Лофт, вечеринка, 54 м², 20 человек;;N/A;https://www.reveltime.ru/venue/325982?eventtype=vecherinka
Царский лофт. Круглый лофт со светомузыкой;Лофт, вечеринка, 80 м², 30 человек;;N/A;https://www.reveltime.ru/venue/4557315?eventtype=vecherinka
Центр современного искусства ВИНЗАВОД;Лофт, вечеринка, 133 м², 120 человек;+74959174646;N/A;https://www.reveltime.ru/venue/206461?eventtype=vecherinka
Центрум. Уютное светлое пространство круглой формы;Лофт, вечеринка, 100 м², 40 человек;+79584974160;N/A;https://www.reveltime.ru/venue/6315341?eventtype=vecherinka
Честер. Зал с яркими диванами и камином;Лофт, вечеринка, 22 м², 30 человек;+79346699837;N/A;https://www.reveltime.ru/venue/3316674?eventtype=vecherinka
Чил лофт. Яркий лофт-зал для девичников;Лофт, вечеринка, 19 м², 13 человек;+79346695974;N/A;https://www.reveltime.ru/venue/5920735?eventtype=vecherinka
Чёрный лофт с проектором;Лофт, вечеринка, 45 м², 23 человек;;N/A;https://www.reveltime.ru/venue/3807441?eventtype=vecherinka
Элегантный лофт «Резиденция»;Лофт, вечеринка, 170 м², 100 человек;;N/A;https://www.reveltime.ru/venue/8787689?eventtype=vecherinka
Элегантный лофт Готэм;Лофт, вечеринка, 100 м², 45 человек;+79584974039;N/A;https://www.reveltime.ru/venue/8504465?eventtype=vecherinka
Элегантный лофт с хорошим звуком и балконом;Лофт, вечеринка, 106 м², 40 человек;+79910173255;N/A;https://www.reveltime.ru/venue/9168851?eventtype=vecherinka
Ямайка. Уютный лофт в гавайском стиле;Лофт, вечеринка, 47 м², 20 человек;+79586097164;N/A;https://www.reveltime.ru/venue/5223286?eventtype=vecherinka
Яркий двухуровневый лофт;Лофт, вечеринка, 45 м², 18 человек;+79386989873;N/A;https://www.reveltime.ru/venue/5828600?eventtype=vecherinka
Яркий лофт для детских мероприятий;Лофт, вечеринка, 200 м², 40 человек;;N/A;https://www.reveltime.ru/venue/4409809?eventtype=vecherinka
Яркий лофт с верандой;Лофт, вечеринка, 70 м², 30 человек;;N/A;https://www.reveltime.ru/venue/3284773?eventtype=vecherinka
